,target,text
2663,1,【广东经典名菜：三叫】刚出生的老鼠仔，直接生吃！[挖鼻屎]当筷子夹起来的时候老鼠仔会叫一声；沾酒的时候会再叫一声；送进嘴里的时候会再惨叫一声！ 美食神马的有时候真是难理解啊！！[生病]
7,0,震惊，哀悼！！！@李一 : 章培恒先生2011年6月7日零点22分 上海华山医院去世。
603,1,#复旦大学投毒事件#故事应该是这样的：投毒嫌疑人林森浩的本意并不是毒杀黄洋，而是同舍的另一人姜成，他曾于2012年在百度注册名为“诛姜成”，并提了很多关于有毒化合物的问题，他的本意应该也并非直接投毒致命，而是小剂量缓慢的让他中毒，最终致死，却不曾想放错了剂量，并误杀黄洋，最终造成惨剧。
1109,0,只要认真关注过作业本，都知道绝不是团队操作的营销号。首先，每天就几条排比句，要什么团队啊，养这么低效的团队太亏了。其次，要是营销团队操作，200多万粉应该要产出了吧，可他发过广告吗？再次，作业本经常到我这儿留言，还骂过我恶心，我不信营销公司这么有人性。烟花妹妹才是借机上位的营销号。
2312,1,【图中可看出一个领导的情怀】某省某地纪委书记汪同志认为网民是暴民是敌人，但他对同是日籍网民的苍井空却是十分的暧昧......纪委书记大人爱憎分明！by网络 更多热点新闻请关注@新闻坊
1397,1,震中情况
881,1,"摸奶节是云南双柏县鄂家镇彝族传统文化就是农历的7月14日、15日-16日三天，包括外来游人,如果在街上遇见喜欢的女子，都可以摸一摸女子的胸。姑娘们表面躲躲闪闪，但决无责怪之意因为这是他们这个地区的百姓延续了1000多年风俗。小伙以摸到奶为吉祥，姑娘以被摸奶为幸运和祝福![花心] @猥琐女秘书"
1030,1,延安暴雨导致，开往西安到神木的8107次列车中途脱轨，其中1400多人受伤，200多人死亡，100多人重伤!   大家围观一下不会怀孕，请有关部门千万不要下令埋火车呦！！
3112,0,【费明：我向老师道歉 再晚就没机会了】“如果你对另一个人进行了莫须有的栽赃、迫害，或者给他心灵造成了苦难，你应当在明白这些事情的时候，表达出你的歉意，并且忏悔，得到他的原谅，这才是一个人。如果过了半个世纪都没有向老师道歉的这个意识，那太悲哀了。”（凤凰网）http://t.cn/zQm13oZ
2341,0,你思考问题的时候会咬嘴上的死皮吧、你睡觉会蜷成一团用被子把自己卷起来吧 、你害怕一个人的时侯看见别人成群结队吧、 你吃饭时搭车时总喜欢坐靠窗的位置吧 、你只会对人倾诉一部分事而把另一部分藏心里吧 、你讨厌有很多陌生人热闹嘈杂的地方吧 、那是缺乏安全感的表现，中枪了吗~ 安，好梦。
826,1,#早安#【第11版新华字典让我们高中都白学了】地壳qiao改为地壳ke，阿e房pang宫改为阿a房fang宫，心宽体胖pan改为心宽体胖pang……[衰]
1355,0,"Taste of Asia(亚洲美食节)23日(周六)12PM-12AM，24日(周日)12PM-6PM，Kennedy Rd.和Steeles Ave.现场有150多个美食摊位，去年的美食节更是吸引了100,000多名游客参加。只要是你想吃的，这里统统都有，烤肉、臭豆腐、肠粉、拌饭、生蚝、炸鸡扒等等已经开始流口水了吧?"
27,1,【爆料】爱尔兰瑞尔航空公司昨天公布的新LOGO。。。 有人可以解释一下哇。。。（图by辛梓UK_歆）via@news上海
1213,1,世界上最恶劣的村民 就在中国。
1071,1,主席我们还捐款吗？ 雅安总人口153万， 三星苹果富士康三家公司总共捐款加起来是1亿6000万 平均分给每个人是105万左右。现在还在缺物资，缺钱， 各地方各组织各学校还在圈钱。 钱去哪了我们不知道，真的不知道该说啥。 再加上加多宝集团的一个亿。 还有香港一个亿。我只想问。钱呢 给老百姓们的钱呢？
1239,0,#微镜头#【五颜六色的水 有毒！】近日，安徽巢湖东半湖蓝藻暴发，阵阵腥臭，蓝藻粘稠，几成冻湖……那至清至洁的一泓清水，你有多久没见过了？我们一面肆无忌惮地把江河湖海当做垃圾桶；一面为喝上干净水，恨不得装上好几个净水器。看看下图这些曾经或正在发生的污染，节约用水，阻止污染，该行动了！
2749,0,【国家电网与陕地电抢地发生武斗 祸起利益之争】4月25日，陕西地方电力集团公司和国家电网陕西省分公司之间发生武斗。这已是4年来第二次激烈冲突。恶性冲突背后，是两家企业争夺供电地盘的矛盾。陕地电此番试图从内蒙引进220千伏输电线路，以摆脱电源长期受困于西北电网的窘局。http://t.cn/zOHmzK0
2489,0,在历经草稿箱没保存上、重写、痛苦地憋了一个月之后，【更博君】又回来啦！《2013盛夏防晒报告》→http://t.cn/zQi7q2W，今年的防晒报告，依然是用实践说话！保持白皮肤的奥秘，尽在防晒们的业界良心~
1361,1,一名中学生，叫周榆棍，17岁，请速回平山县医院，妈妈伤的很严重，想见她最后一面，爸爸号码：18332383039爱心接力， 好人有好报                                                                     雅安地震，求急转， 微博微信全用上
2129,1,小浪，你真的要开启“最近访客功能”了吗？那我以后怎么看女友、前女友、前前女友、女友的前男友、女友前男友的现女友、前女友的现男友、前前女友的暧昧对象、现女友的勾搭对象，以及那些我讨厌的人、讨厌我的人、我以前讨厌的人、我不愿关注却天天偷看的人。你妹啊！你告诉我怎么看？怎。么。看！[哼]
2817,1,最近很火的延安城管踩人事件：女城管郑媛媛管遭人肉 相册被破解艳照流出 http://t.cn/zHOrWks
2263,1,【网传张国荣真实死因将公布】
1382,0,【学会自我增值】1、每天读书；2、学习新的语言；3、战胜你的恐惧；4、升级你的技能；5、承认自己的缺点；6、向你佩服的人学习；7、减少在QQ、微博上打发无聊的时间；8、培养一个新的习惯；9、好好休息；10、帮助他人；11、让过去的过去；12.从现在开始。 转@王利芬 @石述思 
25,0,【每日邮报：火星可能遭彗星撞击？】天文学家研究显示明年10月将有一颗彗星途径太阳系，可能与火星发生碰撞。就目前的数据来看，这颗彗星将与火星擦肩而过，但彗星轨道不可预知，既可能远离火星，也可能直接撞击。他还表示若发生撞击将形成10亿兆吨级爆炸，相当于迄今为止最强核武器的2500万倍。微讯
857,1,城管执法为什么要脱女贩的裤子？ 城管执法为什么要脱女贩的裤子？7月2日下午，惠州惠城区河南岸上马庄启明苑门前，城管对一名女商贩进行检查，女商贩遭城管拔掉车钥匙时，用剪刀将一城管刺伤，城管在制服女商贩的过程中强行剥掉她的内裤。（图为：女小商贩被几名城管按倒在地剥内裤。）
3179,0,《20131031查娱饭后 张杰部分》 （分享自 @土豆娱乐） http://t.cn/zR9kUdU 
3336,0,10月18日大盘如日中天之时本博预告了维稳行情第一阶段的落幕，上周五暴跌股市一片凄风苦雨之辰本博预告了维稳行情尚未结束并精准预测了上半周每天走势，经过3天横盘的大盘是否就此发动攻势还是仍有最后一跌呢，请关注群内每日早盘午盘的详细预测，解盘仍在评论里，加群在评论里找管理员野花香百合。
2655,1,【中国80吨国库黄金下落不明】香港《动向》：财政部、央行、监察部和审计署已经成立专案组，调查存放在八个省市国库内的黄金储备有八十吨下落不明。如果属实，一定是官员合伙盗窃。战乱时期，蒋介石历时半年把450万两黄金运往台湾都没丢一两。现在国库黄金不翼而飞？ http://t.cn/zWRbr1N 凤凰东方传媒
940,0,【星闻】亚洲天团#BIGBANG#要进军中国参加内地综艺节目？？--据内部人员透露，中国几家知名的节目都已在邀请BB。YG正在商谈中。《快乐大本营》《天天向上》综艺VS脱口，。天天向上有小五，欧弟可能会有亲切感一些，对于这两家，你是否期待？#转发#说出你的想法！！@BIGBANG地带 @权志龙地带
973,0,一直都没搞懂，为什么吴奇隆的每条微博都可以有几万条评论啊，别的人气旺的星星也就几千条而已啊，搞不懂···@bym-lucky @Double_潘 @lumin-倪
3003,1,沸腾了，成都春熙路景象。。。
1002,1,【悲报】本周的柯南中毛利兰的父亲死了。「net」
67,0,大提琴质朴流畅的旋律，像悠长的溪水流淌，缓缓地倾诉着，不自觉地闭上双眼，心，轻易地沉静下来 ——— 电影《嘉莉珐夫人》配乐 大提琴：马友友 埃尼奥·莫里康内指挥 罗马交响乐团 http://t.cn/zWCM7DZ
2343,1,#H7N9防控预警#据@侯小洋:“松江的禽流感已经到了非常严重的地步了，鸽子和野鸟大量死亡，今天下班路遇死鸟，冷汗都下来了，头皮都炸了！不知道上海其他区县怎样，估计好不到哪去，大家千万注意！”另据@松江台宋苏伟:“近期确实有接到多起类似反映，地点包括江中、方舟园、中央绿地等处。”[衰]
2365,1,同事朋友的妈妈在公交捡到了个钱包，里面有两张身份证，驾驶证和三张1月25号惠州到武昌的火车票，名字分别是陈翠珍，高艳林，张馨元，春运期间不知道失主花了多少功夫买这三张卧铺，票没了身份证如何回家过年，一定急疯了 [心]转发举手之劳，联系陈珉岩 13006609059 爱心传递！希望可以帮到他们！
835,0,我们计算的合理人民币对美元汇率是8.7。人民币升值趋势一旦逆转，第一个防守点就是8.7。我们也很清楚，一旦大势逆转，这个防守点毫无意义。以我国的外汇管理水平，恐怕两位数内根本就无防可守。我们不理解北京在忙甚麽？难道，化妆比救命还重要吗？不要在自欺欺人了，不要再浪费时间了，真的来不及了。
891,0,也许有人嫌你不好看，嫌你脾气差，嫌你笨，嫌你看书少，嫌你不懂和人交流，嫌你会发脾气，嫌你罗嗦。。请你转告他，女人就算有再多缺点，但只要她足够的善良，那就是这世上最好的女人。因为只有善良的人，才会永远陪伴爱人，不管生老病死。一颗善良的心，就是永恒的誓言——陆琪 
947,0,两只乌龟在田边一动不动，一专家问老农，它们在干什么？老农说“在比耐力，谁先动谁就输了”专家指着一龟壳上有甲骨文的龟说:“据我多年研究，这只龟已死五千多年”另一只龟伸出头来说:“草！死了也不说一声，害得老子在这里干等”话刚说那只有甲骨文图案的龟伸头大笑“你输了吧，专家的话你也听“
2437,1,【大消息：北京已开征房产税！】北京市地方税务局今日证实，北京市已经开始对商务办公楼、商业地产等非住宅类房产开征房产税，每年缴纳房产税税额为：以房产原值一次性减除30%为计征余值，税率为1.2%。北京成为首个向非经营性房产征收物业税的地区。@钱江频道都市房产@任志强@潘石屹@侯宁@陈宝存@但斌
2396,0,【高清图：南京遭暴雨袭击多处道路积水】17日至18日凌晨，南京遭暴雨袭击，大部分地区降水量达50毫米以上，市区多处道路积水，影响市民出行。当地气象台昨日发布暴雨橙色预警信号，预计强降水仍将持续。http://t.cn/a9cNYe
1415,1,坐等被删，验证无耻。
359,1,今天，小日本通过钓鱼岛国有化，无视中国主权。当初中国人拍的《金陵十三钗》在小鬼子的票房为零。[怒]小日本拍的《贞子》3D将于9月12日在中国上映，这一天既是南京大屠杀纪念日，也是国难日，我们有多大可能让『贞子』的票房为零？？！！请转发。
1637,1,一名中学生，叫周榆棍，17岁，请速回平山县医院，妈妈伤的很严重，想见她最后一面，爸爸号码：18332383039爱心接力，好人有好报
1043,0,【美国大学生长相酷似16世纪古画男主角】据外媒报道，美国大学生马克斯・盖鲁波日前来到美国费城艺术博物馆参观时，惊讶的发现一幅16世纪意大利油画中的男主角竟和他本人长得几乎一模一样。PS：哥们，你是穿越来的吧？ 
1303,1,【恐怖新骗局】看的我汗毛都竖起来了，现在还有点怕！！！转给身边的盆友并且一定认真读完，否则真遇到就来不急了！！！[话筒][话筒][话筒] @Happy张江 (转)
3380,0,人这一生总会爱上那么一个人，他可能并没有多好，你只是刚好就喜欢那几分好。他的一分关心让你放弃了十分的甜言蜜语，一分坦诚放弃十分信誓旦旦，再加一分在意便像让你得了全世界。这叫偏爱。因为偏爱，所以一意孤行。没有理由，只因你灵魂缺失的一角只有他能补全。晚安！
2977,0,【4AAD讯】在英国，这只Millie小猫，堪称是有史以来第一只被聘请的猫咪保安，守护一家玩具公司里面孩子们的玩具。一开始是该公司的员工在仓库发现这只悠悠哉哉闲晃的小猫。它不怕生的个性、充沛的体力和洪亮的叫声，让该公司兴起了聘请它的想法。因为它的关系，这间玩具店声名大噪，销售额也一飞冲天。
2305,1,通过长达十天两会的召开.新的婚姻法中规定 男女双方只要年满18周岁就可以结婚.并不是之前女方满20周男方满22周才可制成婚约.如今结婚证是国家级证书.高考时还可加3学分.现在在大学期间结婚.学费还可减半;跨民族结婚 生一个孩子奖励一万.请大家相互转告.好完成那些早婚人的梦想.
1425,1,印度一妇女一次产下11胞胎，创世界记录。[吃惊]
2491,0,【苹果日报 】《王力宏 離家3個月返紐約娛親 兄弟湊雙打 PK輸老爸》 @王力宏 趁著1周的空檔假期，回到紐約陪爸爸歡度父親節，還品嘗媽媽做的菜，共享天倫之樂。。。爸爸跟著他到從小到大的音樂學校探訪，父子坐在當年他獨奏會的音樂廳觀眾席上，回憶湧上心頭。[心] http://t.cn/zQQs33Q 
2492,1,中国人转起来!我同意，我转发！  一定不去进影院，大家一起为《贞子》票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的《贞子》3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！！作为中国人，敢不敢让贞子3D 5月12日票房为零？
255,1,【惊叹张海迪移民日本】公安内部资料显示，她的户口是由山东青岛迁出，迁往地是日本的大阪。评：古人云“苟富贵，无相忘”，现在倒好，就连张海迪这样真正是靠全党、全国人民无数双手捧起来、曾经是一代人心中楷模和英雄偶像的残疾人，也在当高官、享厚禄后，拍屁股外逃了！
678,1,爱尔兰瑞尔航空公司今早公布的新LOGO…你们赢了！
3018,1,【不是人！环卫工人整个脚被豪车压没！】网友@无理sheep 爆料：在打铁关加油站附近，半小时前发生一起车祸，一名环卫工人一整只脚被一辆好车压没了。肇事车辆已经逃离现场，目前好心人已拨打120，环卫工人趟在地上血流如注！一个环卫工人，他招谁惹谁了？亲们转起来，把肇事司机找出来！@杭州新闻城事
3115,1,瑞安强拆事件。对一个孩子下此毒手。小孩全身多处被强拆者砍伤
2594,1,【交通新规】2013年1月1日交通新规就要正式实行了，开车的朋友看过来！！
402,0,【有时候，你可以换个方式看看这世界[照相机]】摄影师Joel Robinson的这些自拍照片，每一张都把自己缩小，然后配合着相应地显得放大了若干倍的日常物件，每一张都像爱丽丝漫游仙境般！人生难免不如意，有时，换个方式看这世界，你会发现处处有惊喜。[挤眼]
2862,1,各位亲们中央电视台《焦点访谈》已经播出，可口可乐承认旗下(果粒橙)含有美国禁用农药「多菌灵」，多菌灵可致脑麻痺、肝脏腫瘤等癌症。包括香港正在销售的（果粒橙），香港食环署正在了解此事件。 专家指出，（多菌灵）跟其他农药一样，对脑部影响最大，可引致局部麻痹，并会导致癌症。
1127,1,打扰大家啦。，帮忙转发一下，一位叫陈思姚的男孩，21岁，请速回康平县人民医院，妈妈伤的很严重，想见她最后一面，爸爸号码：15193383486，爱心接力，不转对不起自己，好人有好报
1075,1,【年关提醒：新版假币又来了！】千万不要上当了~[话筒][话筒][话筒]（转发周知）
1384,0,"果粉们，注意喽！【夜夜躺床看iPad 台湾大学生腰椎间盘突出】长时间低头弯腰玩手机、躺着看iPad，当心脊椎。据台湾""今日新闻网""报道，有一名21岁的男大学生最近买了新iPad，如获至宝，晚上一有空就躺在宿舍床上看影片，没想到一段时间下来，出现腿部肌肉无力、走路姿势变形的症状。[吃惊] "
965,0,【世界顶级歌手阿黛尔为武井咲新剧演唱主题曲】据日媒2日报道，在今年年初的格莱美大奖上凭借专辑《21》一举囊括六项格莱美大奖的英国歌手阿黛尔，将为武井咲主演的富士夏季新剧《无法呼吸的夏天》演唱主题曲。这也是阿黛尔首次打破自身惯例为电视剧演唱歌曲。http://t.cn/zWbYtTb
1507,0,【潘粤明获儿子探班 顶顶喊着爸爸扑进他怀里】8月17日讯，潘粤明的儿子顶顶亲自来《帝国秘符》的拍摄现场，给爸爸探班，让一旁的伊能静羡慕不已：“当时小朋友一看见粤明，眼睛就亮了，一边喊着爸爸爸爸一边扑进他怀里，看着特别感人。”
2972,1,当中国福州官员遇到日本AV女苍井空。。。
936,0,《吸血鬼日记》Damon Salvatore饰演者伊恩·萨默海尔德为了参加吸血鬼日记法国宣传活动，身在法国巴黎。昨晚27日两人用餐后被拍，夜色之下，Ian将同为女主角的Nian抱在怀里亲吻，而妮妮在小伊怀里完全一副小鸟依人的幸福模样。（转）
1503,1,是在收徒还是在拍黑帮大戏呢？？
2411,1,求证！——今天又两个中江县红十字会的人来我们这里购买了1万多元的救灾药品，但要求我们开5万多元的发票。我们（成都制药一厂）没有答应，结果由隔壁通化一家药厂经营部开给他们了。 我留下我的真实身份：吴斌1973年10月12日出生家住什邡市方亭镇中心大街西段67号。跪请多转发，消灭贪官，为民除害！
1285,1,【再次提醒：谨防宝宝被拐】天津阿姨家邻居带着3岁的儿子去超市，付账的片刻发现孩子不见了，立即找保安求助。保安很给力，马上对讲机通知关闭所有入口进行排查。最后找到了小孩，头发被剃了，衣服被换了。人贩子团伙太恐怖了，家长带小孩外出一定要非常谨慎，一定！！！！
44,0,我们舍友有一辆破自行车，可是他却当成宝贝，生怕被人偷于是上了三把锁。 一日他哭丧着脸跑进宿舍对我们说：“我自行车被偷了”当时一个舍友说：“你送我我都不要谁会去偷”这时一位学心理学的舍友说道：“上了三把锁的自行车很容易激起小偷的职业心理。如此具有挑战性的车，再破，也要偷。”（转）
1508,0,中新社北京4月17日电 温家宝总理: 近年来相继发生“毒奶粉”、“瘦肉精”、“地沟油”、“彩色馒头”等事件，这些恶性的食品安全事件足以表明，诚信的缺失、道德的滑坡已经到了何等严重的地步。一个国家，如果没有国民素质的提高和道德的力量，绝不可能成为一个真正强大的国家、一个受人尊敬的国家。
2283,0,今晚看了法国的《刺猬的优雅》，非常沉静而忧伤的电影。一个精灵般的小女孩，一个完全没有等级观念的日本富人，和一个像刺猬般优雅的贫穷的法国女人。人生，死亡，阅读。人应当如何渡过短暂的一生，发人深省。
1670,1,【跪请多转发，消灭贪官，为民除害】今天又两个中江县红十字会的人来我们这里购买了1万多元的救灾药品，但要求我们开5万多元的发票。我们（成都制药一厂）没有答应，结果由隔壁通化一家药厂经营部开给他们了.实名举报：吴斌，1973年10月12日出生，家住什邡市方亭镇中心大街西段67号。 转
1879,1,对于近日打砸抢地报道万感痛心！理性爱国什么时候才能做到啊！？自己喝毒药想让别人难受怎么可能 无论下面的图文真与假，对我们都是个警告 长点心吧！中国人！ ​
689,0,招聘信息：百度用户产品市场部_产品运营主管/项目经理 具体要求如图：有意者请发邮件至qubo10@live.cn @微招聘 有劳互联网人士看到后帮忙转发[握手]
1775,0,#晒家底儿#今天是浪漫的七夕节，也称“乞巧节”。故宫藏品中有一件【牙雕月曼清游七月景册——桐荫乞巧】描绘的是侍女们穿针引线的情景。乾隆皇帝御题诗：“桐轩昼静彩针抛，绿依红偎笑语交。自是女郎工乞巧，柳州文笔漫相嘲。新秋庭院足清娱，绿荫修梧三两株。步履溪桥怯无力，娉婷红袖倩人扶。”
1137,0,【货殖列传】20岁一定要谈理想，要有舍我其谁之气概；30岁一定要谈人性，要有如狼似虎之色行；40岁一定要谈逻辑，要有善恶两分之辩证；50岁一定要谈道法，要有乐天知命之规避；60岁一定要谈修身，要有为老至尊之开明；70岁什么都不要谈了：刀枪入库，马放南山，喜看年轻人去折腾。@侯宁
653,1,"揭露地沟油的记者李翔,死了, 身中10余刀,惨死。他为全国不能吃特供的十多亿人民的食品安全努力过。他付出了年轻的生命。为了我们的健康,他付出了年轻的生命。我们能为他做的就是：请动一下鼠标,转发,表达一下谢意。 把你家里的油放到冰箱里2个小时,如果出现白色的泡沫一样,那就是地沟油. ​"
3145,0,【蒋勤勤比基尼湿身出镜 展露好身材】近日适逢国庆长假，@蒋勤勤 带儿子老虎及父母亲友出国旅游，大方在微博晒出自己的比基尼照。蒋勤勤身穿一套黑色比基尼，身形姣好，在泳池中露出裸背。她还笑称在微博贴出比基尼湿身照就是为了“臭美”一下。[花心][花心]详情：http://t.cn/zlpCiBO （新娱）
2900,0,没有这锅＂板栗焖肉＂的秋凉如水之夜，最难将息
2742,1,【维稳机制保怪胎】浙江师友通报，在台州黄岩区院 桥中学，初二某男本周因琐事纠纷，持刀将三个初三学生捅死，省 委宣传 部封锁媒体，不准报道，该中学有恃无恐，不但不疏导学生情绪，反而控制和威胁学生。请问宣传 部等，追问教育危机难道不比粉饰盛世门面继续唱赞歌更重要？掩盖真相就能维稳到底？
2929,0,【有些定律很简单，细想想有些道理】1.摆阔定律：越穷的人越爱摆阔。2.担心定律：越担心的事越容易发生。3.般配定律：靓男倩女多与自己外表相反的厮守终身。4.要求定律：越说随便和怎么都行的人要求越高。5.沟通定律：世上70%的烦恼由沟通不畅所致。6.装病定律：你之前装了什么病，之后就会得什么病
1025,1,【加油！刘翔！！！】手术图，慎入。[伤心]源自@直播上海 [话筒]转给@侯宁 @晓雨闻铃 @雨农谈股 求证图片的真实性？？？
163,0,#爱情安全感#古时七夕节，少女会向天上的仙女祈祷，赐予自己灵巧的双手、精美的女红和完美的爱情。今年，你可以@ 你最爱的女孩，扮粉她的浏览器http://t.cn/zOi1nMo ，大声告诉她，你的爱情宣言！勇敢传递爱情安全感，一对儿安仔、高级无线键鼠抱回家！ http://t.cn/zWRWvdv
800,0,如果匹诺曹说“我的鼻子会变长”，那么会发生什么？
1177,0,每个人都有爱陈奕迅的一首歌，我先来，K歌之王。你呢？接下去～
2274,1,真实案件！酒吧一帅气男子当场被阉割 案发现场莉莉玛莲酒吧，一白色保时捷上下来四人进入该酒吧将一男子当场阉割，场面极为惨烈及壮观，鸡毁人亡。睡了不该睡的女人。坑爹呀~大家引以为戒吧~別亂睡別人的女人 是要付出代价的…[吃惊][吃惊][吃惊][可怜][可怜][可怜][可怜][可怜]
968,0,#苹果全球开发者大会#一朵云，多个设备，是乔帮主讲解的核心，效果？存储内容、推送到所有设备。iCloud——全自动！MobileMe被重写，更适应iCloud。乔布斯演示了联系人和日历的推送分享。Mobileme从99美元/年变为免费（这是我们最乐意听到的！[嘻嘻] ）。
1473,1,"【牙膏的秘密[嘘]】牙膏底部的条色共分4种:绿、蓝、红、黑. 绿色:纯天然；蓝色:天然+药物；红色:天然+化学成分；黑色:纯化学。绝大部分品牌是黑色的，买牙膏时注意牙膏管反面底部的颜色条,尽量选择绿色和蓝，国内的牙膏和儿童牙膏居然大多都是化学的，太过分了[怒][怒][怒]你的牙膏是什么颜色呢？"
497,1,人间惨剧：今天下午约14点，宁波妇儿医院，一妇女携带一婴儿在住院楼跳楼，后抢救无效死亡。具体情况有关部门正在调查。据现场网友称妇女因小孩病重，加上负担不起昂贵的医疗费，带着刚满月的宝宝从12楼跳楼身亡。[蜡烛] 底层民众的医疗费用猛于虎，国人的性命其何等脆弱！[泪]
2622,0,【夜猜】凌晨，葡萄牙vs西班牙。任何大赛的半决赛，结果都很难预测，欧洲杯尤甚，因为对手间水平、风格往往过于接近，相互间也过于熟悉。所以，估计敢猜的盆友不会太多[偷笑]。好吧，小编再抛块玉，立等门前堆起够盖一座足球场的板砖：西班牙[挤眼]
1076,0,【一图看懂万达集团】➊2013收入1866亿同比增31%，净利125亿连续8年30%+增速➋ 员工99752人，申报知识产权和专利2686项➌万达广场总客流12.2亿人次，平均日均客流5.2万人次/店➍2014目标收入2400亿增长29%➎全面电商化实现O2O模式，2020年做到4-5亿会员➏成为全球最大的不动产企业，成为世界五百强企业
1920,0,部分国内媒体引用报道【大陆5航班接诈弹恐吓 空姐大声尖叫弃乘客逃生】不实报道都源自香港的＂苹果日报＂。在撤离时空姐大声呼叫是让乘客听清撤离指令；一名空姐先跳下飞机并不是弃乘客逃生，而是示范并先下去组织引导乘客撤离。这些都是国际标准程序，号称香港销量第一的媒体怎能刊出这样诋毁的文章？
1561,0,【你好，明天】大风驱散雾霾，却带来沙尘，天空从灰白到土黄，让人不禁疑惑：蓝天白云，究竟离我们有多远？必须警醒：透支环境的GDP不可持续，发展不能以未来为代价。美丽中国，不能光说不练。是时候了，行动起来，为子孙留一片青山绿水。现在就行动，也许还不晚。安。
527,0,好多人问我关于健走是啥？为啥走路要拿个手杖？手杖怎么用？大家看这里吧：《越野行走杖教学片》 http://t.cn/zWPURHc
194,1,网传台湾前领导人 前国民党员 李登辉因心脏病去世！记得以前特别痛恨他，后来才发现原来真正阻碍两岸统一另有其人（我什么也没说）！他从支持统一到支持独立，这只不过是在维护台湾的利益罢了！虽然不同意他某些做法置！但仅其出发点而言，他已经比他对岸那些同行们优秀太多了
1121,0,【最懒蛋糕做法】将5只鸡蛋加上四勺糖（不加水）再加面粉或少量发酵粉，搅拌后直接倒进电饭锅里，按下煮饭直到电饭锅直接跳到保温后翻过来再烫一下就变成现在看到的两边都有点虎皮效 果...这个好方 便..
2861,0,世纪佳缘欺诈案一石激起千层浪，记者曝光官方更多黑幕：世纪佳缘网花2元看女方“情书” 竟是系统生成http://t.cn/hDHc8G 线下红娘见人宰客请婚托 http://t.cn/hDYAG6世纪假缘http://t.cn/hgk0wc无照经营http://t.cn/ao0Oth深圳查封http://t.cn/hgdrLp北京吊销执照http://t.cn/hDi8Ox
2574,0,【国内电商呼吁各网站“下架”日系产品】国内电商近日呼吁各大电商网站暂时“下架”日系产品。中国电商行业俨然率先酝酿着一场民间的对日经济制裁。8月份以来，日系品牌家电销售额整体大跌。北上广销售数据显示，东芝降低40.31%；三洋下降44.32%；松下降低23.41%；夏普下降21.06%http://t.cn/zlPWDJC
203,0,【金正恩：坚信朝鲜将成为“天下第一强国”】朝鲜最高领导人金正恩18日向朝鲜全国所有选民致公开信。金正恩在信中称，全朝鲜体选民将他推举为最高人民会议议员候选人，对此，他感激选民们的信任，并表示由衷感谢。他还称，坚信朝鲜将会成为“天下第一强国”和“人民乐园”。中新网http://t.cn/8FTuCKO
2409,1,@江湖刀姐 ：全国政协委员王平建向党中央建议：取消录取农村小孩上大学资格，不鼓励农村小孩上大学。其认为农村孩子身上有很多坏毛病，农村孩子上大学，城市孩子会被影响，这样城市孩子也变坏！中央必须采取行政手段禁止农村小孩上大学…农村人身上的很多坏毛病，任何一个有文化的城里人都忍受不了！
2255,1,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款。 ​
1810,0,梦见和男友分手，预示着恋人之间感情会很甜蜜。因为你怕和男友分手才会梦见，这可以证明你很在乎啊他（所谓日有所思夜有所梦，其实你做的梦是跟现实有关系的只是你不知道怎么解析关注@周公解梦- 每天为你解答）
984,0,【这一秒不放弃，下一秒就会有希望】1、人生像杯没糖咖啡，喝起来苦涩，回味却有久久余香；2、人生是场旅行，不在乎目的地，在乎的是沿途的风景以及看风景的心情；3、人生是条坎坷曲折路，即使不断的跌倒，也一定要爬起来，坚持自己的梦想。4、记住，这一秒不放弃，下一秒就会有希望。
2359,0,#青志协十五周年#为纪念十五周年的明信片。为了让爱传播得更远更广，为了让爱壮大，生生不息。[心]凡转发本微博并为青志协说一句祝福语的人，在周六青志协十五周年游园会当日凭借本人微博，可获赠十五周年纪念明信片一张。大家动动手，明信片就是你的！[给力]
2948,0,【正义的行头】一初任法官审理一桩案件。听完原告陈述，迫不及待地说：“我相信你说得很对。”等被告人说完，他又冲其说：“原来你说得对。”书记官连忙对法官说：“大人，不可能原被告两方都对啊。”法官恍然大悟，对书记官说：“哎呀，搞了半天，原来是你说得对。”http://t.cn/a3WqSp
1354,1,"安利老板身故!才56岁,吃了27年的纽崔莱,好讽刺啊!2013年10月16日,安利冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,吃了27年纽崔莱,为美国人赚了27年钱。 安利大师超凡创办人王慈官《远离贫穷》《完整的植物是最好的药物》作者,于2006年7月29日6时在福州逝世.享年61岁。"
136,1,【被当街摸阴部时反抗，女孩遭官二代狂砍！】靖江市公安局长陆胜民及市政府公务员陆建波之子当街对刘某女孩非礼（摸奶、摸阴部)，遭女孩反抗，两人一气之下从车上拿出砍刀连砍刘某34刀，并当众狂叫：贱女人你逼是金做的？摸一下会死？砍死你！知道我们是谁吗？女孩叔叔和弟弟讨要说法，被警方关押
